Date,Open,High,Low,Close,Adj Close,Volume
2021-08-23,4921.549805,5104.000000,4921.549805,5055.850098,5007.199219,29455
2021-08-24,5062.000000,5142.049805,4963.299805,4981.049805,4933.118652,21755
2021-08-25,5030.000000,5134.000000,4961.649902,5090.049805,5041.069824,13801
2021-08-26,5105.000000,5219.450195,5052.950195,5131.299805,5081.922363,32752
2021-08-27,5169.899902,5250.000000,5100.000000,5237.500000,5187.101074,18659
2021-08-30,5261.000000,5324.450195,5234.000000,5265.299805,5214.633301,18978
2021-08-31,5271.049805,5373.850098,5260.000000,5313.100098,5261.973633,106458
2021-09-01,5350.000000,5388.299805,5271.000000,5280.350098,5229.539063,14384
2021-09-02,5320.000000,5429.950195,5265.350098,5383.149902,5331.349121,9591
2021-09-03,5390.000000,5498.149902,5379.049805,5456.549805,5404.042969,22906
2021-09-06,5500.000000,5515.899902,5417.250000,5443.600098,5391.217773,8996
2021-09-07,5451.000000,5539.200195,5390.250000,5402.250000,5350.265625,9646
2021-09-08,5445.500000,5447.250000,5320.000000,5413.700195,5361.605957,11336
2021-09-09,5420.000000,5457.549805,5357.600098,5434.149902,5381.858887,9963
2021-09-13,5435.000000,5517.600098,5388.799805,5485.250000,5432.467285,11656
2021-09-14,5490.049805,5668.750000,5490.049805,5578.399902,5524.720215,15153
2021-09-15,5619.899902,5706.600098,5541.149902,5653.850098,5599.444824,12683
2021-09-16,5696.799805,5708.100098,5602.899902,5668.149902,5613.606934,10814
2021-09-17,5700.000000,5781.000000,5672.000000,5712.799805,5657.827148,14061
2021-09-20,5755.000000,5801.000000,5494.000000,5545.450195,5492.087891,25494
2021-09-21,5550.000000,5765.000000,5518.700195,5735.850098,5680.655762,16846
2021-09-22,5779.000000,5880.000000,5725.000000,5847.899902,5791.626953,10773
2021-09-23,5880.500000,6090.000000,5864.549805,6034.250000,5976.184082,61247
2021-09-24,6155.549805,6498.000000,6108.299805,6237.799805,6177.775391,35108
2021-09-27,6319.850098,6350.000000,5931.100098,5985.250000,5927.655273,37934
2021-09-28,6044.000000,6044.000000,5685.000000,5771.899902,5716.358398,45226
2021-09-29,5650.000000,5918.000000,5640.200195,5748.350098,5693.035645,38765
2021-09-30,5774.799805,5869.649902,5718.850098,5767.950195,5712.446777,20802
2021-10-01,5760.000000,5798.600098,5680.000000,5750.649902,5695.312988,11759
2021-10-04,5800.000000,5860.000000,5683.250000,5731.450195,5676.298340,58578
2021-10-05,5786.000000,5802.549805,5656.049805,5761.850098,5706.405273,8151
2021-10-06,5775.000000,5790.200195,5673.549805,5687.350098,5632.622559,6438
2021-10-07,5745.000000,5840.000000,5714.100098,5775.200195,5719.626953,5900
2021-10-08,5874.000000,5999.000000,5786.350098,5981.299805,5923.743652,17096
