Date,Open,High,Low,Close,Adj Close,Volume
2021-08-23,3140.000000,3164.800049,3051.149902,3073.699951,3052.485840,129514
2021-08-24,3080.000000,3094.000000,3035.699951,3045.800049,3024.778564,42503
2021-08-25,3045.000000,3069.000000,3013.899902,3038.949951,3017.975830,26610
2021-08-26,3064.000000,3083.250000,3025.899902,3039.699951,3018.720459,40610
2021-08-27,3039.699951,3056.600098,3021.050049,3037.250000,3016.287354,25591
2021-08-30,3050.000000,3113.250000,3050.000000,3106.699951,3085.258057,65619
2021-08-31,3106.699951,3210.000000,3106.600098,3200.750000,3178.658936,173998
2021-09-01,3223.000000,3332.000000,3218.149902,3303.100098,3280.302734,83375
2021-09-02,3315.000000,3318.050049,3267.149902,3300.500000,3277.720459,47125
2021-09-03,3302.000000,3344.399902,3287.500000,3338.750000,3315.706299,36471
2021-09-06,3350.000000,3350.000000,3305.449951,3314.850098,3291.971436,29069
2021-09-07,3334.949951,3393.699951,3325.050049,3335.000000,3311.982178,41992
2021-09-08,3339.000000,3359.149902,3298.449951,3331.199951,3308.208740,17725
2021-09-09,3319.949951,3357.949951,3304.000000,3346.000000,3322.906250,16453
2021-09-13,3354.000000,3372.800049,3332.399902,3366.600098,3343.364258,19664
2021-09-14,3388.000000,3388.000000,3358.000000,3361.850098,3338.646973,13766
2021-09-15,3377.000000,3382.649902,3348.300049,3352.199951,3329.063721,50558
2021-09-16,3352.199951,3369.800049,3335.350098,3340.500000,3317.444336,51994
2021-09-17,3380.000000,3381.000000,3289.699951,3306.800049,3283.977051,25735
2021-09-20,3303.050049,3314.199951,3264.050049,3272.550049,3249.963379,55384
2021-09-21,3262.000000,3335.000000,3262.000000,3306.649902,3283.828125,96969
2021-09-22,3335.000000,3335.000000,3289.000000,3319.250000,3296.341064,77153
2021-09-23,3344.000000,3344.000000,3315.050049,3320.100098,3297.185303,399274
2021-09-24,3350.000000,3504.050049,3325.149902,3443.600098,3419.833008,107465
2021-09-27,3474.000000,3474.000000,3418.750000,3429.899902,3406.227295,87356
2021-09-28,3427.300049,3428.649902,3352.250000,3380.300049,3356.969727,55599
2021-09-29,3356.000000,3380.449951,3310.000000,3322.000000,3299.072266,161665
2021-09-30,3339.000000,3346.250000,3220.399902,3244.399902,3222.007568,159504
2021-10-01,3244.000000,3251.500000,3170.000000,3178.800049,3156.860596,69868
2021-10-04,3205.000000,3230.000000,3173.699951,3201.300049,3179.205322,63050
2021-10-05,3217.000000,3259.899902,3195.949951,3255.000000,3232.534668,26207
2021-10-06,3273.899902,3277.699951,3200.699951,3210.199951,3188.043701,85103
2021-10-07,3216.000000,3317.899902,3216.000000,3287.899902,3265.207520,42813
2021-10-08,3293.050049,3330.149902,3265.000000,3306.600098,3283.778564,24215
2021-10-11,3348.000000,3348.000000,3297.500000,3304.300049,3281.494385,424869
2021-10-12,3296.600098,3334.750000,3288.000000,3322.750000,3299.816895,16068
2021-10-13,3349.850098,3357.050049,3292.000000,3321.750000,3298.823730,30395
2021-10-14,3349.000000,3349.000000,3290.000000,3296.899902,3274.145264,24999
2021-10-18,3290.000000,3290.000000,3235.000000,3242.199951,3219.822754,59796
2021-10-19,3255.000000,3269.100098,3177.000000,3184.050049,3162.074219,78920
2021-10-20,3185.000000,3220.000000,3136.399902,3168.649902,3146.780273,427646
2021-10-21,3189.949951,3197.399902,2922.000000,3003.500000,2982.770264,228318
2021-10-22,2980.000000,3002.000000,2912.100098,2984.649902,2964.050293,193344
2021-10-25,2941.100098,2949.449951,2855.600098,2918.899902,2898.754150,208516
2021-10-26,2918.000000,3025.000000,2899.000000,2963.149902,2942.698730,118179
2021-10-27,3022.449951,3145.600098,3022.449951,3094.199951,3072.844238,168704
2021-10-28,3109.000000,3146.649902,3063.149902,3118.750000,3100.882813,60165
2021-10-29,3120.000000,3146.500000,3083.800049,3100.100098,3082.339844,80160
2021-11-01,3145.000000,3145.000000,3092.750000,3121.750000,3103.865723,20131
2021-11-02,3121.750000,3138.300049,3081.000000,3105.850098,3088.056885,19440
2021-11-03,3109.699951,3181.949951,3095.000000,3162.949951,3144.829590,69765
2021-11-04,3196.000000,3196.000000,3146.649902,3158.800049,3140.703369,9058
2021-11-08,3190.000000,3192.000000,3096.000000,3138.399902,3120.420166,26082
2021-11-09,3139.000000,3154.449951,3121.600098,3144.300049,3126.286377,43860
2021-11-10,3137.000000,3137.850098,3081.000000,3108.399902,3090.592041,23080
2021-11-11,3107.100098,3107.100098,3052.550049,3064.699951,3047.142334,53846
2021-11-12,3080.000000,3130.000000,3076.050049,3122.899902,3105.009033,43214
2021-11-15,3126.000000,3179.949951,3126.000000,3167.899902,3149.751221,59064
2021-11-16,3167.000000,3209.399902,3120.149902,3152.050049,3133.992188,30998
2021-11-17,3153.000000,3239.000000,3153.000000,3229.800049,3211.296631,138845
2021-11-18,3254.000000,3260.000000,3213.750000,3226.550049,3208.065186,44813
2021-11-22,3240.000000,3306.949951,3216.449951,3263.449951,3244.753662,67355
2021-11-23,3020.000000,3286.699951,3020.000000,3186.899902,3168.642334,73212
2021-11-24,3189.000000,3208.500000,3150.000000,3158.699951,3140.604004,115475
2021-11-25,3155.250000,3172.699951,3113.300049,3143.699951,3125.689941,58050
2021-11-26,3105.000000,3167.949951,3092.649902,3143.899902,3125.888672,59717
2021-11-29,3105.100098,3177.699951,3061.149902,3143.500000,3125.490967,94322
2021-11-30,3125.500000,3188.800049,3125.500000,3144.399902,3126.385742,37154
2021-12-01,3158.899902,3199.850098,3123.000000,3137.550049,3119.575195,1748880
2021-12-02,3159.399902,3194.000000,3153.149902,3183.449951,3165.212158,23998
2021-12-03,3185.000000,3185.050049,3106.000000,3110.699951,3092.878906,60515
2021-12-06,3110.000000,3112.000000,3031.000000,3038.000000,3020.595459,126815
2021-12-07,3044.899902,3069.850098,3017.649902,3031.300049,3013.933838,32662
2021-12-08,3040.000000,3122.350098,3033.000000,3109.199951,3091.387451,102513
2021-12-09,3140.000000,3185.000000,3111.100098,3178.600098,3160.390137,103450
2021-12-10,3179.000000,3290.000000,3179.000000,3281.899902,3263.098145,148836
2021-12-13,3281.149902,3340.100098,3271.699951,3278.699951,3259.916504,34612
2021-12-14,3267.449951,3303.899902,3252.000000,3294.050049,3275.178467,17645
2021-12-15,3294.000000,3310.149902,3268.600098,3304.699951,3285.767578,19574
2021-12-16,3320.000000,3320.000000,3271.300049,3298.699951,3279.801758,26226
2021-12-17,3277.000000,3287.000000,3226.699951,3241.699951,3223.128418,42151
2021-12-20,3239.000000,3262.350098,3180.899902,3240.050049,3221.488037,75047
2021-12-21,3250.000000,3295.000000,3240.000000,3270.449951,3251.713623,37596
2021-12-22,3273.000000,3284.750000,3238.250000,3280.699951,3261.905029,39797
2021-12-23,3280.100098,3306.550049,3250.000000,3267.000000,3248.283447,96191
2021-12-24,3272.000000,3300.500000,3261.000000,3288.149902,3269.312256,63900
2021-12-27,3287.199951,3287.199951,3227.750000,3273.800049,3255.044678,33282
2021-12-28,3260.000000,3374.550049,3260.000000,3367.149902,3347.859619,87224
2021-12-29,3375.000000,3386.000000,3334.199951,3369.000000,3349.699219,32020
2021-12-30,3346.250000,3390.000000,3346.250000,3364.399902,3345.125488,28509
2021-12-31,3376.199951,3403.550049,3361.100098,3381.949951,3362.574951,14798
2022-01-03,3391.850098,3440.550049,3384.300049,3421.850098,3402.246338,14638
2022-01-04,3429.899902,3472.550049,3415.250000,3456.300049,3436.499023,22649
2022-01-05,3475.000000,3540.800049,3455.000000,3526.449951,3506.247070,33040
2022-01-06,3505.000000,3535.000000,3453.550049,3513.699951,3493.570068,24780
2022-01-07,3523.699951,3582.449951,3498.300049,3574.649902,3554.170898,30069
2022-01-10,3580.000000,3588.050049,3528.000000,3555.000000,3534.633545,14529
2022-01-11,3555.000000,3562.250000,3496.649902,3536.850098,3516.587646,35057
2022-01-12,3537.000000,3582.550049,3534.000000,3544.350098,3524.044678,11199
2022-01-13,3559.750000,3559.750000,3450.149902,3456.750000,3436.946533,46295
2022-01-14,3460.000000,3463.250000,3347.000000,3364.800049,3345.523193,86603
2022-01-17,3370.800049,3398.000000,3320.199951,3378.899902,3359.542236,50138
2022-01-18,3388.300049,3393.899902,3351.149902,3372.399902,3353.079590,35560
2022-01-19,3375.000000,3375.000000,3268.699951,3281.100098,3262.302734,42102
2022-01-20,3281.100098,3365.000000,3223.000000,3307.699951,3288.750244,141952
2022-01-21,3290.100098,3325.000000,3242.850098,3274.600098,3255.840088,76093
2022-01-24,3284.899902,3284.899902,3136.000000,3155.800049,3137.720703,95617
2022-01-25,3100.000000,3156.550049,3010.699951,3146.300049,3128.274902,155123
2022-01-27,3160.000000,3160.000000,3076.750000,3117.250000,3099.391357,49393
2022-01-28,3134.949951,3170.000000,3103.550049,3112.600098,3094.768066,44351
2022-01-31,3150.000000,3191.699951,3137.600098,3154.699951,3136.626709,50440
2022-02-01,3195.000000,3211.949951,3141.649902,3197.449951,3179.131836,51219
2022-02-02,3220.000000,3244.000000,3192.199951,3197.899902,3179.579346,37745
2022-02-03,3205.000000,3242.050049,3190.000000,3202.899902,3184.550537,38907
